model_key,sample_id,sample_group,image_path,true_label,predicted_label,confidence,correct,target_type,target_label,target_layer,cam_min,cam_max,cam_mean,deletion_fraction,deletion_baseline,original_target_probability,salient_deleted_probability,shifted_control_deleted_probability,salient_probability_drop,shifted_control_probability_drop,salient_relative_drop,shifted_control_relative_drop,figure_png,status,error
resnet50_full_finetune,sample_11,confusable_error,test/455/2723789_7beb8135-0a4e-4822-ab0c-c9253df54396.jpg,455,456,0.9902140498161316,False,true,455,model.layer4[-1],0.0,0.9999998807907104,0.026329154148697853,0.2,local_mean_blur_21_shifted_cam_control,0.004902798216789961,0.00273868627846241,0.007513271179050207,0.002164111938327551,-0.0026104729622602463,0.4414034277234589,-0.5324455233177875,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_11_true_class_455.png,completed,
resnet50_full_finetune,sample_12,confusable_error,test/455/2785131_73404c39-fed5-4692-a964-dbdd9b8e1981.jpg,455,456,0.9951781034469604,False,predicted,456,model.layer4[-1],0.0,0.9999998807907104,0.1629987508058548,0.2,local_mean_blur_21_shifted_cam_control,0.9951781034469604,0.9769282937049866,0.9955488443374634,0.018249809741973877,-0.0003707408905029297,0.018338234813208516,-0.00037253722647112976,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_12_predicted_class_456.png,completed,
resnet50_full_finetune,sample_12,confusable_error,test/455/2785131_73404c39-fed5-4692-a964-dbdd9b8e1981.jpg,455,456,0.9951781034469604,False,true,455,model.layer4[-1],0.0,0.9999998807907104,0.08699598908424377,0.2,local_mean_blur_21_shifted_cam_control,0.004575926810503006,0.00290781632065773,0.0732889249920845,0.0016681104898452759,-0.0687129981815815,0.36454046555476044,-15.016192571932386,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_12_true_class_455.png,completed,
resnet50_full_finetune,sample_13,confusable_error,test/122/2769608_8a4061c6-c97d-4029-b140-a02b0257cedf.jpg,122,121,0.8856189846992493,False,predicted,121,model.layer4[-1],0.0,0.9999998807907104,0.10176761448383331,0.2,local_mean_blur_21_shifted_cam_control,0.8856189846992493,0.0531829372048378,0.8726215958595276,0.8324360474944115,0.01299738883972168,0.9399482868776821,0.014676050383151522,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_13_predicted_class_121.png,completed,
resnet50_full_finetune,sample_13,confusable_error,test/122/2769608_8a4061c6-c97d-4029-b140-a02b0257cedf.jpg,122,121,0.8856189846992493,False,true,122,model.layer4[-1],0.0,0.9999998807907104,0.0645361840724945,0.2,local_mean_blur_21_shifted_cam_control,0.10623009502887726,0.016835397109389305,0.5047935843467712,0.08939469791948795,-0.398563489317894,0.8415195137986762,-3.7518886640320686,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_13_true_class_122.png,completed,
resnet50_full_finetune,sample_14,confusable_error,test/122/2761891_3b5a30f6-dc3e-4b12-a8a1-89e756275a99.jpg,122,122,0.3923194706439972,True,predicted,122,model.layer4[-1],0.0,0.9999998807907104,0.04022100567817688,0.2,local_mean_blur_21_shifted_cam_control,0.3923194706439972,0.2527097165584564,0.4957665503025055,0.13960975408554077,-0.1034470796585083,0.35585731663118747,-0.26368071788203284,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_14_predicted_class_122.png,completed,
resnet50_full_finetune,sample_15,confusable_error,test/203/2736545_ad8bd1c4-de0d-4a3f-96f9-79616b12335d.jpg,203,202,0.9681833982467651,False,predicted,202,model.layer4[-1],0.0,0.9999998807907104,0.12381932884454727,0.2,local_mean_blur_21_shifted_cam_control,0.9681833982467651,0.4045724868774414,0.9667942523956299,0.5636109113693237,0.001389145851135254,0.5821323856512501,0.0014347961901131424,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_15_predicted_class_202.png,completed,
resnet50_full_finetune,sample_15,confusable_error,test/203/2736545_ad8bd1c4-de0d-4a3f-96f9-79616b12335d.jpg,203,202,0.9681833982467651,False,true,203,model.layer4[-1],0.0,0.9999998807907104,0.07440472394227982,0.2,local_mean_blur_21_shifted_cam_control,0.006126014050096273,0.006437193136662245,0.03245144709944725,-0.0003111790865659714,-0.026325433049350977,-0.05079633902587622,-4.2973184250103476,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_15_true_class_203.png,completed,
resnet50_full_finetune,sample_16,confusable_error,test/335/2761282_7d64f2f7-cc02-408a-8cda-a7595ca8d4cc.jpg,335,333,0.702366054058075,False,predicted,333,model.layer4[-1],0.0,0.9999998807907104,0.28486064076423645,0.2,local_mean_blur_21_shifted_cam_control,0.702366054058075,0.13642899692058563,0.6506078243255615,0.5659370571374893,0.05175822973251343,0.8057579859784838,0.07369124608666497,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_16_predicted_class_333.png,completed,
resnet50_full_finetune,sample_16,confusable_error,test/335/2761282_7d64f2f7-cc02-408a-8cda-a7595ca8d4cc.jpg,335,333,0.702366054058075,False,true,335,model.layer4[-1],0.0,0.9999998807907104,0.2573058009147644,0.2,local_mean_blur_21_shifted_cam_control,0.23494859039783478,0.18447427451610565,0.22620408236980438,0.050474315881729126,0.008744508028030396,0.21483132031676272,0.037218814606307944,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_16_true_class_335.png,completed,
resnet50_full_finetune,sample_17,confusable_error,test/139/2758817_8e34db25-e482-4763-832c-2bb1e00ba746.jpg,139,134,0.6125780940055847,False,predicted,134,model.layer4[-1],0.0,0.9999998807907104,0.0413600318133831,0.2,local_mean_blur_21_shifted_cam_control,0.6125780940055847,0.36209288239479065,0.29165464639663696,0.25048521161079407,0.32092344760894775,0.40890331218489584,0.523889852982601,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_17_predicted_class_134.png,completed,
resnet50_full_finetune,sample_17,confusable_error,test/139/2758817_8e34db25-e482-4763-832c-2bb1e00ba746.jpg,139,134,0.6125780940055847,False,true,139,model.layer4[-1],0.0,0.9999998807907104,0.029815688729286194,0.2,local_mean_blur_21_shifted_cam_control,0.012194274924695492,0.03863366320729256,0.006266319192945957,-0.026439388282597065,0.005927955731749535,-2.1681804326924583,0.4861261344653146,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_17_true_class_139.png,completed,
resnet50_full_finetune,sample_18,confusable_error,test/335/2761654_59379efb-ca49-478d-975c-fff93f3f0fcf.jpg,335,334,0.8758331537246704,False,predicted,334,model.layer4[-1],0.0,0.9999998807907104,0.15835203230381012,0.2,local_mean_blur_21_shifted_cam_control,0.8758331537246704,0.8388699293136597,0.8309345245361328,0.03696322441101074,0.0448986291885376,0.042203499894719235,0.051263906826998315,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_18_predicted_class_334.png,completed,
resnet50_full_finetune,sample_18,confusable_error,test/335/2761654_59379efb-ca49-478d-975c-fff93f3f0fcf.jpg,335,334,0.8758331537246704,False,true,335,model.layer4[-1],0.0,0.9999998807907104,0.09046515822410583,0.2,local_mean_blur_21_shifted_cam_control,0.05167928338050842,0.008065086789429188,0.020633766427636147,0.043614196591079235,0.031045516952872276,0.8439396550829292,0.6007342772980775,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_18_true_class_335.png,completed,
resnet50_full_finetune,sample_19,confusable_error,test/203/2752018_dbebe97e-7bfa-4391-a33f-b4640aadc719.jpg,203,202,0.35613641142845154,False,predicted,202,model.layer4[-1],0.0,0.9999998807907104,0.0624740868806839,0.2,local_mean_blur_21_shifted_cam_control,0.35613641142845154,0.3476707637310028,0.13823075592517853,0.00846564769744873,0.217905655503273,0.023770800810546985,0.6118600865024177,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_19_predicted_class_202.png,completed,
resnet50_full_finetune,sample_19,confusable_error,test/203/2752018_dbebe97e-7bfa-4391-a33f-b4640aadc719.jpg,203,202,0.35613641142845154,False,true,203,model.layer4[-1],0.0,0.9999998807907104,0.06463892757892609,0.2,local_mean_blur_21_shifted_cam_control,0.008522789925336838,0.004237264860421419,0.010001251474022865,0.004285525064915419,-0.0014784615486860275,0.502831244517158,-0.1734715464816054,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_19_true_class_203.png,completed,
resnet50_full_finetune,sample_20,confusable_error,test/139/2720439_c4e5a066-5637-4baa-9329-7a8c7e58ba15.jpg,139,139,0.22681646049022675,True,predicted,139,model.layer4[-1],0.0,0.9999998807907104,0.047349121421575546,0.2,local_mean_blur_21_shifted_cam_control,0.22681646049022675,0.053499165922403336,0.2122952938079834,0.1733172945678234,0.014521166682243347,0.7641301437877409,0.06402166161511477,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_20_predicted_class_139.png,completed,
resnet50_full_finetune,sample_21,consensus_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,181,0.20211181044578552,False,predicted,181,model.layer4[-1],0.0,0.9999998807907104,0.3503623902797699,0.2,local_mean_blur_21_shifted_cam_control,0.20211181044578552,0.19643574953079224,0.20904721319675446,0.005676060914993286,-0.006935402750968933,0.028083766616478024,-0.0343146832224794,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_21_predicted_class_181.png,completed,
resnet50_full_finetune,sample_21,consensus_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,181,0.20211181044578552,False,true,166,model.layer4[-1],,,,,,,,,,,,,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_21_true_class_166.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_full_finetune,sample_22,consensus_difficult,test/389/2734196_899d7a03-966e-4ad9-8e56-a0f7da4a7e64.jpg,389,103,0.2542141079902649,False,predicted,103,model.layer4[-1],0.0,0.9999998807907104,0.020732101052999496,0.2,local_mean_blur_21_shifted_cam_control,0.2542141079902649,0.02291056513786316,0.12548774480819702,0.23130354285240173,0.12872636318206787,0.909876893462024,0.5063698635757754,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_22_predicted_class_103.png,completed,
resnet50_full_finetune,sample_22,consensus_difficult,test/389/2734196_899d7a03-966e-4ad9-8e56-a0f7da4a7e64.jpg,389,103,0.2542141079902649,False,true,389,model.layer4[-1],0.0,0.9999998807907104,0.03484252467751503,0.2,local_mean_blur_21_shifted_cam_control,0.03686385229229927,0.18164390325546265,0.12744000554084778,-0.14478005096316338,-0.09057615324854851,-3.9274259731505983,-2.457045252090204,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_22_true_class_389.png,completed,
resnet50_full_finetune,sample_23,consensus_difficult,test/381/2718365_976a8e1c-35b7-4aa5-aacb-50495ded9078.jpg,381,468,0.47717881202697754,False,predicted,468,model.layer4[-1],0.0,0.9999998807907104,0.02637503854930401,0.2,local_mean_blur_21_shifted_cam_control,0.47717881202697754,0.6355938911437988,0.46733370423316956,-0.1584150791168213,0.009845107793807983,-0.331982634442422,0.020631904740253608,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_23_predicted_class_468.png,completed,
resnet50_full_finetune,sample_23,consensus_difficult,test/381/2718365_976a8e1c-35b7-4aa5-aacb-50495ded9078.jpg,381,468,0.47717881202697754,False,true,381,model.layer4[-1],0.0,0.9999998807907104,0.05191739648580551,0.2,local_mean_blur_21_shifted_cam_control,0.0005275934236124158,0.0007338150753639638,0.021161343902349472,-0.00020622165175154805,-0.020633750478737056,-0.39087229393337547,-39.109188165118525,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_23_true_class_381.png,completed,
resnet50_full_finetune,sample_24,consensus_difficult,test/184/2687534_d31397b7-bac3-4524-bc11-1d7d2c0ca7ad.jpg,184,436,0.13700781762599945,False,predicted,436,model.layer4[-1],0.0,0.9999998807907104,0.04226201772689819,0.2,local_mean_blur_21_shifted_cam_control,0.13700781762599945,0.13500571250915527,0.16416272521018982,0.0020021051168441772,-0.02715490758419037,0.014613072097166559,-0.19819969440223595,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_24_predicted_class_436.png,completed,
resnet50_full_finetune,sample_24,consensus_difficult,test/184/2687534_d31397b7-bac3-4524-bc11-1d7d2c0ca7ad.jpg,184,436,0.13700781762599945,False,true,184,model.layer4[-1],0.0,0.9999998807907104,0.06835607439279556,0.2,local_mean_blur_21_shifted_cam_control,0.00218195584602654,0.00023911308380775154,6.003530870657414e-05,0.0019428427622187883,0.0021219205373199657,0.8904134177402401,0.9724855528970021,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_24_true_class_184.png,completed,
resnet50_full_finetune,sample_25,consensus_difficult,test/193/2716562_fec115c3-cced-4be1-b6f6-aa8684b4976e.jpg,193,225,0.20120932161808014,False,predicted,225,model.layer4[-1],0.0,0.9999998807907104,0.0692976713180542,0.2,local_mean_blur_21_shifted_cam_control,0.20120932161808014,0.19858679175376892,0.14184755086898804,0.0026225298643112183,0.0593617707490921,0.013033838806380453,0.29502495347490904,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_25_predicted_class_225.png,completed,
resnet50_full_finetune,sample_25,consensus_difficult,test/193/2716562_fec115c3-cced-4be1-b6f6-aa8684b4976e.jpg,193,225,0.20120932161808014,False,true,193,model.layer4[-1],0.0,0.9999998807907104,0.09847195446491241,0.2,local_mean_blur_21_shifted_cam_control,0.0004191025218460709,0.0002686269290279597,0.0005128671764396131,0.00015047559281811118,-9.376465459354222e-05,0.35904244182376516,-0.22372724979206962,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_25_true_class_193.png,completed,
resnet50_full_finetune,sample_26,consensus_difficult,test/039/2753388_86b35091-7dfa-4c36-9b78-8583ceac3421.jpg,39,56,0.3530785143375397,False,predicted,56,model.layer4[-1],0.0,0.9999998807907104,0.10606057941913605,0.2,local_mean_blur_21_shifted_cam_control,0.3530785143375397,0.33219265937805176,0.4100363552570343,0.020885854959487915,-0.05695784091949463,0.05915357098030961,-0.16131777666041577,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_26_predicted_class_056.png,completed,
resnet50_full_finetune,sample_26,consensus_difficult,test/039/2753388_86b35091-7dfa-4c36-9b78-8583ceac3421.jpg,39,56,0.3530785143375397,False,true,39,model.layer4[-1],,,,,,,,,,,,,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_26_true_class_039.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_full_finetune,sample_27,consensus_difficult,test/256/2733011_568aaf96-6d06-4f0e-843e-b94a458995bf.jpg,256,490,0.2506934702396393,False,predicted,490,model.layer4[-1],0.0,0.9999998807907104,0.10980195552110672,0.2,local_mean_blur_21_shifted_cam_control,0.2506934702396393,0.0004454942245502025,0.15927597880363464,0.2502479760150891,0.09141749143600464,0.9982229524202432,0.36465844662255525,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_27_predicted_class_490.png,completed,
resnet50_full_finetune,sample_27,consensus_difficult,test/256/2733011_568aaf96-6d06-4f0e-843e-b94a458995bf.jpg,256,490,0.2506934702396393,False,true,256,model.layer4[-1],0.0,0.9999998807907104,0.06293194741010666,0.2,local_mean_blur_21_shifted_cam_control,0.08635123819112778,0.1444627344608307,0.188245490193367,-0.05811149626970291,-0.10189425200223923,-0.6729665663980441,-1.1799975789195856,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_27_true_class_256.png,completed,
resnet50_full_finetune,sample_28,consensus_difficult,test/178/2697466_171420fb-5b5f-4b5c-a93b-cfcaadfb5f0a.jpg,178,215,0.6937161684036255,False,predicted,215,model.layer4[-1],0.0,0.9999998807907104,0.04974622279405594,0.2,local_mean_blur_21_shifted_cam_control,0.6937161684036255,0.7446757555007935,0.21438626945018768,-0.05095958709716797,0.4793298989534378,-0.07345884299400977,0.6909596759961184,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_28_predicted_class_215.png,completed,
resnet50_full_finetune,sample_28,consensus_difficult,test/178/2697466_171420fb-5b5f-4b5c-a93b-cfcaadfb5f0a.jpg,178,215,0.6937161684036255,False,true,178,model.layer4[-1],0.0,0.9999998807907104,0.03169042617082596,0.2,local_mean_blur_21_shifted_cam_control,0.0026479025837033987,0.0006918045110069215,0.0006851130747236311,0.001956098072696477,0.0019627895089797676,0.7387349084272757,0.741261978843111,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_28_true_class_178.png,completed,
resnet50_full_finetune,sample_29,consensus_difficult,test/020/2719934_33eebbd4-e793-4137-ab05-b9b6db58af47.jpg,20,133,0.11831457912921906,False,predicted,133,model.layer4[-1],0.0,0.9999998807907104,0.04240623116493225,0.2,local_mean_blur_21_shifted_cam_control,0.11831457912921906,0.09187072515487671,0.05575457960367203,0.026443853974342346,0.06255999952554703,0.22350461091917753,0.5287598534853526,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_29_predicted_class_133.png,completed,
resnet50_full_finetune,sample_29,consensus_difficult,test/020/2719934_33eebbd4-e793-4137-ab05-b9b6db58af47.jpg,20,133,0.11831457912921906,False,true,20,model.layer4[-1],0.0,0.9999998807907104,0.05773249268531799,0.2,local_mean_blur_21_shifted_cam_control,0.11729200929403305,0.09692205488681793,0.0002809685538522899,0.02036995440721512,0.11701104074018076,0.17366873097169622,0.9976045379771102,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_29_true_class_020.png,completed,
resnet50_full_finetune,sample_30,consensus_difficult,test/322/2731272_d07811e7-53a9-4ebe-91d9-f3335f6f560d.jpg,322,136,0.4052221477031708,False,predicted,136,model.layer4[-1],0.0,0.9999998807907104,0.030289091169834137,0.2,local_mean_blur_21_shifted_cam_control,0.4052221477031708,0.020296018570661545,9.025865438161418e-05,0.38492612913250923,0.40513188904878916,0.949913846798106,0.9997772613000222,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_30_predicted_class_136.png,completed,
resnet50_full_finetune,sample_30,consensus_difficult,test/322/2731272_d07811e7-53a9-4ebe-91d9-f3335f6f560d.jpg,322,136,0.4052221477031708,False,true,322,model.layer4[-1],0.0,0.9999998807907104,0.024765541777014732,0.2,local_mean_blur_21_shifted_cam_control,0.0026137756649404764,0.001032767933793366,0.003122733673080802,0.0015810077311471105,-0.0005089580081403255,0.6048750672652371,-0.19472138139747966,results/grad_cam_extended/figures/per_model/resnet50_full_finetune/sample_30_true_class_322.png,completed,
resnet50_scratch,sample_01,strong_model_consensus_correct,test/348/2772725_4121b228-0a61-4daa-bc99-be897559b6a4.jpg,348,348,0.1218743845820427,True,predicted,348,model.layer4[-1],0.0,0.9999998807907104,0.044036589562892914,0.2,local_mean_blur_21_shifted_cam_control,0.1218743845820427,0.06437303870916367,0.07439520210027695,0.05750134587287903,0.04747918248176575,0.4718082972896622,0.38957474652767565,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_01_predicted_class_348.png,completed,
resnet50_scratch,sample_02,strong_model_consensus_correct,test/398/2737429_b24d5ce4-1e94-4bbb-aabc-b1f292b9761b.jpg,398,381,0.2571016252040863,False,predicted,381,model.layer4[-1],0.0,0.9999998807907104,0.026299335062503815,0.2,local_mean_blur_21_shifted_cam_control,0.2571016252040863,0.32858842611312866,0.0868963822722435,-0.07148680090904236,0.1702052429318428,-0.27804880989101644,0.6620154298781057,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_02_predicted_class_381.png,completed,
resnet50_scratch,sample_02,strong_model_consensus_correct,test/398/2737429_b24d5ce4-1e94-4bbb-aabc-b1f292b9761b.jpg,398,381,0.2571016252040863,False,true,398,model.layer4[-1],0.0,0.9999998807907104,0.022579709067940712,0.2,local_mean_blur_21_shifted_cam_control,0.23170316219329834,0.1638796627521515,0.0957193598151207,0.06782349944114685,0.13598380237817764,0.29271719384030287,0.5868879867281792,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_02_true_class_398.png,completed,
resnet50_scratch,sample_03,strong_model_consensus_correct,test/486/2726066_7e6f2f7f-a7ad-4b72-9509-d930c57b288f.jpg,486,321,0.155890554189682,False,predicted,321,model.layer4[-1],0.0,0.9999998807907104,0.06629842519760132,0.2,local_mean_blur_21_shifted_cam_control,0.155890554189682,0.047760091722011566,0.035169828683137894,0.10813046246767044,0.12072072550654411,0.693630624573322,0.7743941006178956,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_03_predicted_class_321.png,completed,
resnet50_scratch,sample_03,strong_model_consensus_correct,test/486/2726066_7e6f2f7f-a7ad-4b72-9509-d930c57b288f.jpg,486,321,0.155890554189682,False,true,486,model.layer4[-1],,,,,,,,,,,,,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_03_true_class_486.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_04,strong_model_consensus_correct,test/240/2697679_ee0a0f8e-cb7e-4c19-b7e6-80619f0b3d20.jpg,240,240,0.6764807105064392,True,predicted,240,model.layer4[-1],0.0,0.9999998807907104,0.034144144505262375,0.2,local_mean_blur_21_shifted_cam_control,0.6764807105064392,0.08039285242557526,0.6452693939208984,0.596087858080864,0.03121131658554077,0.8811601703093794,0.04613777761996316,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_04_predicted_class_240.png,completed,
resnet50_scratch,sample_05,strong_model_consensus_correct,test/111/2709151_72734e97-6c71-48a1-a2fc-d477b568e1a2.jpg,111,56,0.560675859451294,False,predicted,56,model.layer4[-1],0.0,0.9999998807907104,0.027543403208255768,0.2,local_mean_blur_21_shifted_cam_control,0.560675859451294,0.023199154064059258,0.47366365790367126,0.5374767053872347,0.08701220154762268,0.9586228768851166,0.15519163181517617,results/grad_cam_extended/figures/per_model/resnet50_scratch/sample_05_predicted_class_056.png,completed,
