model_key,sample_id,sample_group,image_path,true_label,predicted_label,confidence,correct,target_type,target_label,target_layer,cam_min,cam_max,cam_mean,figure_png,status,error
resnet50_full_finetune,sample_08,incorrect,test/372/2701912_d86d7684-d24f-4013-8fc7-1364d0c54228.jpg,372,477,0.241250142455101,False,true,372,model.layer4[-1],0.0,0.9999998807907104,0.02867209166288376,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_08_true_class_372.png,completed,
resnet50_full_finetune,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,72,0.43851757049560547,False,predicted,72,model.layer4[-1],0.0,0.9999998807907104,0.04986284300684929,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_09_predicted_class_072.png,completed,
resnet50_full_finetune,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,72,0.43851757049560547,False,true,354,model.layer4[-1],0.0,0.9999998807907104,0.04532414674758911,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_09_true_class_354.png,completed,
resnet50_full_finetune,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,337,0.3587714433670044,False,predicted,337,model.layer4[-1],0.0,0.9999998807907104,0.05220625922083855,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_10_predicted_class_337.png,completed,
resnet50_full_finetune,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,337,0.3587714433670044,False,true,497,model.layer4[-1],0.0,0.9999998807907104,0.053714264184236526,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_10_true_class_497.png,completed,
resnet50_full_finetune,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,181,0.20211181044578552,False,predicted,181,model.layer4[-1],0.0,0.9999998807907104,0.3503623902797699,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_11_predicted_class_181.png,completed,
resnet50_full_finetune,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,181,0.20211181044578552,False,true,166,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_11_true_class_166.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_full_finetune,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,256,0.20655834674835205,False,predicted,256,model.layer4[-1],0.0,0.9999998807907104,0.02887413464486599,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_12_predicted_class_256.png,completed,
resnet50_full_finetune,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,256,0.20655834674835205,False,true,493,model.layer4[-1],0.0,0.9999998807907104,0.08003243803977966,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_12_true_class_493.png,completed,
resnet50_full_finetune,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,331,0.42520520091056824,False,predicted,331,model.layer4[-1],0.0,0.9999998807907104,0.034046247601509094,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_13_predicted_class_331.png,completed,
resnet50_full_finetune,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,331,0.42520520091056824,False,true,252,model.layer4[-1],0.0,0.9999998807907104,0.03612617403268814,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_13_true_class_252.png,completed,
resnet50_full_finetune,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,407,0.43699562549591064,False,predicted,407,model.layer4[-1],0.0,0.9999998807907104,0.2061958760023117,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_14_predicted_class_407.png,completed,
resnet50_full_finetune,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,407,0.43699562549591064,False,true,410,model.layer4[-1],0.0,0.9999998807907104,0.041652921587228775,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_14_true_class_410.png,completed,
resnet50_full_finetune,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,15,0.40873223543167114,False,predicted,15,model.layer4[-1],0.0,0.9999998807907104,0.031985074281692505,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_15_predicted_class_015.png,completed,
resnet50_full_finetune,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,15,0.40873223543167114,False,true,143,model.layer4[-1],0.0,0.9999998807907104,0.04886673763394356,results/grad_cam/figures/per_model/resnet50_full_finetune/sample_15_true_class_143.png,completed,
resnet50_scratch,sample_01,high_confidence_correct,test/432/2769611_5e85a717-bbe4-4692-8b63-ae7bd8e53134.jpg,432,432,0.996572732925415,True,predicted,432,model.layer4[-1],0.0,0.9999998807907104,0.09817080944776535,results/grad_cam/figures/per_model/resnet50_scratch/sample_01_predicted_class_432.png,completed,
resnet50_scratch,sample_02,high_confidence_correct,test/225/2713607_ab66d426-09cf-4c60-93c1-498d8359159c.jpg,225,183,0.26747050881385803,False,predicted,183,model.layer4[-1],0.0,0.9999998807907104,0.39083608984947205,results/grad_cam/figures/per_model/resnet50_scratch/sample_02_predicted_class_183.png,completed,
resnet50_scratch,sample_02,high_confidence_correct,test/225/2713607_ab66d426-09cf-4c60-93c1-498d8359159c.jpg,225,183,0.26747050881385803,False,true,225,model.layer4[-1],0.0,0.9999998807907104,0.1512012481689453,results/grad_cam/figures/per_model/resnet50_scratch/sample_02_true_class_225.png,completed,
resnet50_scratch,sample_03,high_confidence_correct,test/341/2715574_701a470f-9326-480e-a309-b5a827298be5.jpg,341,398,0.3631150722503662,False,predicted,398,model.layer4[-1],0.0,0.9999998807907104,0.04056696593761444,results/grad_cam/figures/per_model/resnet50_scratch/sample_03_predicted_class_398.png,completed,
resnet50_scratch,sample_03,high_confidence_correct,test/341/2715574_701a470f-9326-480e-a309-b5a827298be5.jpg,341,398,0.3631150722503662,False,true,341,model.layer4[-1],0.0,0.9999998807907104,0.03584219142794609,results/grad_cam/figures/per_model/resnet50_scratch/sample_03_true_class_341.png,completed,
resnet50_scratch,sample_04,high_confidence_correct,test/042/2770105_0b52ebec-ec43-4e0a-98e7-cec35172b6b4.jpg,42,42,0.8872519731521606,True,predicted,42,model.layer4[-1],0.0,0.9999998807907104,0.0653349831700325,results/grad_cam/figures/per_model/resnet50_scratch/sample_04_predicted_class_042.png,completed,
resnet50_scratch,sample_05,high_confidence_correct,test/432/2724934_deed1395-669b-45a1-9142-62ba567ed619.jpg,432,432,0.984804630279541,True,predicted,432,model.layer4[-1],0.0,0.9999998807907104,0.05623043328523636,results/grad_cam/figures/per_model/resnet50_scratch/sample_05_predicted_class_432.png,completed,
resnet50_scratch,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,188,0.19899699091911316,False,predicted,188,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_06_predicted_class_188.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,188,0.19899699091911316,False,true,224,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_06_true_class_224.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_07,incorrect,test/126/2768775_ba3bb283-7ed8-477c-a4e2-edd556e25922.jpg,126,252,0.21769480407238007,False,predicted,252,model.layer4[-1],0.0,0.9999998807907104,0.0663735568523407,results/grad_cam/figures/per_model/resnet50_scratch/sample_07_predicted_class_252.png,completed,
resnet50_scratch,sample_07,incorrect,test/126/2768775_ba3bb283-7ed8-477c-a4e2-edd556e25922.jpg,126,252,0.21769480407238007,False,true,126,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_07_true_class_126.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_08,incorrect,test/372/2701912_d86d7684-d24f-4013-8fc7-1364d0c54228.jpg,372,328,0.3164357542991638,False,predicted,328,model.layer4[-1],0.0,0.9999998807907104,0.0352528914809227,results/grad_cam/figures/per_model/resnet50_scratch/sample_08_predicted_class_328.png,completed,
resnet50_scratch,sample_08,incorrect,test/372/2701912_d86d7684-d24f-4013-8fc7-1364d0c54228.jpg,372,328,0.3164357542991638,False,true,372,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_08_true_class_372.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,368,0.22303733229637146,False,predicted,368,model.layer4[-1],0.0,0.9999998807907104,0.11788677424192429,results/grad_cam/figures/per_model/resnet50_scratch/sample_09_predicted_class_368.png,completed,
resnet50_scratch,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,368,0.22303733229637146,False,true,354,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_09_true_class_354.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,321,0.4546912610530853,False,predicted,321,model.layer4[-1],0.0,0.9999998807907104,0.03294631093740463,results/grad_cam/figures/per_model/resnet50_scratch/sample_10_predicted_class_321.png,completed,
resnet50_scratch,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,321,0.4546912610530853,False,true,497,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_10_true_class_497.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,170,0.24883529543876648,False,predicted,170,model.layer4[-1],0.0,0.9999998807907104,0.15566597878932953,results/grad_cam/figures/per_model/resnet50_scratch/sample_11_predicted_class_170.png,completed,
resnet50_scratch,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,170,0.24883529543876648,False,true,166,model.layer4[-1],0.0,0.9999998807907104,0.04075814411044121,results/grad_cam/figures/per_model/resnet50_scratch/sample_11_true_class_166.png,completed,
resnet50_scratch,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,150,0.2918471395969391,False,predicted,150,model.layer4[-1],0.0,0.9999998807907104,0.0225884597748518,results/grad_cam/figures/per_model/resnet50_scratch/sample_12_predicted_class_150.png,completed,
resnet50_scratch,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,150,0.2918471395969391,False,true,493,model.layer4[-1],,,,results/grad_cam/figures/per_model/resnet50_scratch/sample_12_true_class_493.png,failed,ValueError: The Grad-CAM heatmap is empty.
resnet50_scratch,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,380,0.2552877962589264,False,predicted,380,model.layer4[-1],0.0,0.9999998807907104,0.03022770769894123,results/grad_cam/figures/per_model/resnet50_scratch/sample_13_predicted_class_380.png,completed,
resnet50_scratch,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,380,0.2552877962589264,False,true,252,model.layer4[-1],0.0,0.9999998807907104,0.020732101052999496,results/grad_cam/figures/per_model/resnet50_scratch/sample_13_true_class_252.png,completed,
resnet50_scratch,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,490,0.1460060477256775,False,predicted,490,model.layer4[-1],0.0,0.9999998807907104,0.05799273028969765,results/grad_cam/figures/per_model/resnet50_scratch/sample_14_predicted_class_490.png,completed,
resnet50_scratch,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,490,0.1460060477256775,False,true,410,model.layer4[-1],0.0,0.9999998807907104,0.020732101052999496,results/grad_cam/figures/per_model/resnet50_scratch/sample_14_true_class_410.png,completed,
resnet50_scratch,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,22,0.08771558105945587,False,predicted,22,model.layer4[-1],0.0,0.9999998807907104,0.020732101052999496,results/grad_cam/figures/per_model/resnet50_scratch/sample_15_predicted_class_022.png,completed,
resnet50_scratch,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,22,0.08771558105945587,False,true,143,model.layer4[-1],0.0,0.9999998807907104,0.038374487310647964,results/grad_cam/figures/per_model/resnet50_scratch/sample_15_true_class_143.png,completed,
convnext_full_finetune,sample_01,high_confidence_correct,test/432/2769611_5e85a717-bbe4-4692-8b63-ae7bd8e53134.jpg,432,432,0.9739153981208801,True,predicted,432,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.20105315744876862,results/grad_cam/figures/per_model/convnext_full_finetune/sample_01_predicted_class_432.png,completed,
convnext_full_finetune,sample_02,high_confidence_correct,test/225/2713607_ab66d426-09cf-4c60-93c1-498d8359159c.jpg,225,225,0.9726366400718689,True,predicted,225,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.07754624634981155,results/grad_cam/figures/per_model/convnext_full_finetune/sample_02_predicted_class_225.png,completed,
convnext_full_finetune,sample_03,high_confidence_correct,test/341/2715574_701a470f-9326-480e-a309-b5a827298be5.jpg,341,341,0.9672189950942993,True,predicted,341,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.14178983867168427,results/grad_cam/figures/per_model/convnext_full_finetune/sample_03_predicted_class_341.png,completed,
convnext_full_finetune,sample_04,high_confidence_correct,test/042/2770105_0b52ebec-ec43-4e0a-98e7-cec35172b6b4.jpg,42,42,0.964345395565033,True,predicted,42,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.058359500020742416,results/grad_cam/figures/per_model/convnext_full_finetune/sample_04_predicted_class_042.png,completed,
convnext_full_finetune,sample_05,high_confidence_correct,test/432/2724934_deed1395-669b-45a1-9142-62ba567ed619.jpg,432,432,0.9638239741325378,True,predicted,432,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.1493874341249466,results/grad_cam/figures/per_model/convnext_full_finetune/sample_05_predicted_class_432.png,completed,
convnext_full_finetune,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,186,0.4214887320995331,False,predicted,186,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.09418503940105438,results/grad_cam/figures/per_model/convnext_full_finetune/sample_06_predicted_class_186.png,completed,
convnext_full_finetune,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,186,0.4214887320995331,False,true,224,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.05947960540652275,results/grad_cam/figures/per_model/convnext_full_finetune/sample_06_true_class_224.png,completed,
convnext_full_finetune,sample_07,incorrect,test/126/2768775_ba3bb283-7ed8-477c-a4e2-edd556e25922.jpg,126,276,0.18485940992832184,False,predicted,276,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.05666443705558777,results/grad_cam/figures/per_model/convnext_full_finetune/sample_07_predicted_class_276.png,completed,
convnext_full_finetune,sample_07,incorrect,test/126/2768775_ba3bb283-7ed8-477c-a4e2-edd556e25922.jpg,126,276,0.18485940992832184,False,true,126,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.05464951694011688,results/grad_cam/figures/per_model/convnext_full_finetune/sample_07_true_class_126.png,completed,
convnext_full_finetune,sample_08,incorrect,test/372/2701912_d86d7684-d24f-4013-8fc7-1364d0c54228.jpg,372,376,0.17373351752758026,False,predicted,376,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.05913000553846359,results/grad_cam/figures/per_model/convnext_full_finetune/sample_08_predicted_class_376.png,completed,
convnext_full_finetune,sample_08,incorrect,test/372/2701912_d86d7684-d24f-4013-8fc7-1364d0c54228.jpg,372,376,0.17373351752758026,False,true,372,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.11106733232736588,results/grad_cam/figures/per_model/convnext_full_finetune/sample_08_true_class_372.png,completed,
convnext_full_finetune,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,23,0.06962835788726807,False,predicted,23,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.12639044225215912,results/grad_cam/figures/per_model/convnext_full_finetune/sample_09_predicted_class_023.png,completed,
convnext_full_finetune,sample_09,incorrect,test/354/2766307_a8951a6b-2f13-4713-a4fe-a348a99ac750.jpg,354,23,0.06962835788726807,False,true,354,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.173503577709198,results/grad_cam/figures/per_model/convnext_full_finetune/sample_09_true_class_354.png,completed,
convnext_full_finetune,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,496,0.04395261034369469,False,predicted,496,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.06884384155273438,results/grad_cam/figures/per_model/convnext_full_finetune/sample_10_predicted_class_496.png,completed,
convnext_full_finetune,sample_10,incorrect,test/497/2753795_7fc20046-365f-44fa-a07e-1375c22eb4f4.jpg,497,496,0.04395261034369469,False,true,497,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.06753664463758469,results/grad_cam/figures/per_model/convnext_full_finetune/sample_10_true_class_497.png,completed,
convnext_full_finetune,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,222,0.012654302641749382,False,predicted,222,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.03541494533419609,results/grad_cam/figures/per_model/convnext_full_finetune/sample_11_predicted_class_222.png,completed,
convnext_full_finetune,sample_11,low_confidence_difficult,test/166/2732378_f08aebf2-10c1-4bab-94f8-4bc2c7770a31.jpg,166,222,0.012654302641749382,False,true,166,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.14291992783546448,results/grad_cam/figures/per_model/convnext_full_finetune/sample_11_true_class_166.png,completed,
convnext_full_finetune,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,271,0.017783518880605698,False,predicted,271,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.15024404227733612,results/grad_cam/figures/per_model/convnext_full_finetune/sample_12_predicted_class_271.png,completed,
convnext_full_finetune,sample_12,low_confidence_difficult,test/493/2689025_5cde2542-983b-4f81-aee8-c9d24b3ccb23.jpg,493,271,0.017783518880605698,False,true,493,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.07484551519155502,results/grad_cam/figures/per_model/convnext_full_finetune/sample_12_true_class_493.png,completed,
convnext_full_finetune,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,322,0.01916813664138317,False,predicted,322,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.15231986343860626,results/grad_cam/figures/per_model/convnext_full_finetune/sample_13_predicted_class_322.png,completed,
convnext_full_finetune,sample_13,low_confidence_difficult,test/252/2735322_f1006bbe-b632-4e68-9a7c-d646f1b0705a.jpg,252,322,0.01916813664138317,False,true,252,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.07789100706577301,results/grad_cam/figures/per_model/convnext_full_finetune/sample_13_true_class_252.png,completed,
convnext_full_finetune,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,161,0.020495695993304253,False,predicted,161,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.1657632738351822,results/grad_cam/figures/per_model/convnext_full_finetune/sample_14_predicted_class_161.png,completed,
convnext_full_finetune,sample_14,low_confidence_difficult,test/410/2715993_7aa37e28-6d7f-4b58-8556-43e2f40143f3.jpg,410,161,0.020495695993304253,False,true,410,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.1790984570980072,results/grad_cam/figures/per_model/convnext_full_finetune/sample_14_true_class_410.png,completed,
convnext_full_finetune,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,22,0.02299400605261326,False,predicted,22,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.09197738021612167,results/grad_cam/figures/per_model/convnext_full_finetune/sample_15_predicted_class_022.png,completed,
convnext_full_finetune,sample_15,low_confidence_difficult,test/143/2698748_2aed09ed-b0c6-4252-93dd-6452509a3cde.jpg,143,22,0.02299400605261326,False,true,143,model.stages[-1].blocks[-1],0.0,0.9999998807907104,0.11383090913295746,results/grad_cam/figures/per_model/convnext_full_finetune/sample_15_true_class_143.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_01,high_confidence_correct,test/432/2769611_5e85a717-bbe4-4692-8b63-ae7bd8e53134.jpg,432,432,1.0,True,predicted,432,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.12784430384635925,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_01_predicted_class_432.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_02,high_confidence_correct,test/225/2713607_ab66d426-09cf-4c60-93c1-498d8359159c.jpg,225,225,1.0,True,predicted,225,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.06295990198850632,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_02_predicted_class_225.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_03,high_confidence_correct,test/341/2715574_701a470f-9326-480e-a309-b5a827298be5.jpg,341,341,1.0,True,predicted,341,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.07130153477191925,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_03_predicted_class_341.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_04,high_confidence_correct,test/042/2770105_0b52ebec-ec43-4e0a-98e7-cec35172b6b4.jpg,42,42,1.0,True,predicted,42,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.049632638692855835,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_04_predicted_class_042.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_05,high_confidence_correct,test/432/2724934_deed1395-669b-45a1-9142-62ba567ed619.jpg,432,432,1.0,True,predicted,432,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.10712136328220367,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_05_predicted_class_432.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,191,0.9961496591567993,False,predicted,191,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.05975498631596565,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_06_predicted_class_191.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_06,incorrect,test/224/2738660_0f08381b-4dc0-49b2-8b8c-b78902ed2e93.jpg,224,191,0.9961496591567993,False,true,224,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.04191216081380844,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_06_true_class_224.png,completed,
resnet50_fgvc_pmg_isqrtcov,sample_07,incorrect,test/126/2768775_ba3bb283-7ed8-477c-a4e2-edd556e25922.jpg,126,126,0.9999457597732544,True,predicted,126,model.model.backbone.encoder.stages[-1].layers[-1],0.0,0.9999998807907104,0.026748714968562126,results/grad_cam/figures/per_model/resnet50_fgvc_pmg_isqrtcov/sample_07_predicted_class_126.png,completed,
